image_id,file_name,question_en,answer,split,category,question_ur,question_roman
526418,COCO_val2014_000000526418.jpg,Is there a person in the image?,no,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
526418,COCO_val2014_000000526418.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
526418,COCO_val2014_000000526418.jpg,Is there a bottle in the image?,no,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
279549,COCO_val2014_000000279549.jpg,Is there a tennis racket in the image?,yes,random,tennis racket,کیا تصویر میں ٹینس ریکیٹ ہے؟,Kya tasveer mein tennis ka racket hai?
279549,COCO_val2014_000000279549.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
279549,COCO_val2014_000000279549.jpg,Is there a sports ball in the image?,yes,random,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟,Kya tasveer mein khel ka gend hai?
279549,COCO_val2014_000000279549.jpg,Is there a book in the image?,no,random,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
279549,COCO_val2014_000000279549.jpg,Is there a elephant in the image?,no,random,elephant,کیا تصویر میں ہاتھی ہے؟,Kya tasveer mein haathi hai?
279549,COCO_val2014_000000279549.jpg,Is there a skateboard in the image?,no,random,skateboard,کیا تصویر میں اسکیٹ بورڈ ہے؟,Kya tasveer mein skateboard hai?
279549,COCO_val2014_000000279549.jpg,Is there a tennis racket in the image?,yes,popular,tennis racket,کیا تصویر میں ٹینس ریکیٹ ہے؟,Kya tasveer mein tennis ka racket hai?
279549,COCO_val2014_000000279549.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
279549,COCO_val2014_000000279549.jpg,Is there a sports ball in the image?,yes,popular,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟,Kya tasveer mein khel ka gend hai?
279549,COCO_val2014_000000279549.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
279549,COCO_val2014_000000279549.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
279549,COCO_val2014_000000279549.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
279549,COCO_val2014_000000279549.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
279549,COCO_val2014_000000279549.jpg,Is there a tennis racket in the image?,yes,adversarial,tennis racket,کیا تصویر میں ٹینس ریکیٹ ہے؟,Kya tasveer mein tennis ka racket hai?
279549,COCO_val2014_000000279549.jpg,Is there a sports ball in the image?,yes,adversarial,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟,Kya tasveer mein khel ka gend hai?
279549,COCO_val2014_000000279549.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
279549,COCO_val2014_000000279549.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
279549,COCO_val2014_000000279549.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
252625,COCO_val2014_000000252625.jpg,Is there a potted plant in the image?,yes,random,potted plant,کیا تصویر میں کوئی پودا ہے؟,Kya tasveer mein gamla hai?
252625,COCO_val2014_000000252625.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
252625,COCO_val2014_000000252625.jpg,Is there a traffic light in the image?,yes,random,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟,Kya tasveer mein traffic signal hai?
252625,COCO_val2014_000000252625.jpg,Is there a couch in the image?,no,random,couch,کیا تصویر میں صوفہ ہے؟,Kya tasveer mein sofa hai?
252625,COCO_val2014_000000252625.jpg,Is there a tennis racket in the image?,no,random,tennis racket,کیا تصویر میں ٹینس ریکیٹ ہے؟,Kya tasveer mein tennis ka racket hai?
252625,COCO_val2014_000000252625.jpg,Is there a truck in the image?,no,random,truck,کیا تصویر میں کوئی ٹرک ہے؟,Kya tasveer mein truck hai?
252625,COCO_val2014_000000252625.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
252625,COCO_val2014_000000252625.jpg,Is there a bicycle in the image?,yes,popular,bicycle,کیا تصویر میں کوئی سائیکل ہے؟,Kya tasveer mein cycle hai?
252625,COCO_val2014_000000252625.jpg,Is there a traffic light in the image?,yes,popular,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟,Kya tasveer mein traffic signal hai?
252625,COCO_val2014_000000252625.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
252625,COCO_val2014_000000252625.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
252625,COCO_val2014_000000252625.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
252625,COCO_val2014_000000252625.jpg,Is there a potted plant in the image?,yes,adversarial,potted plant,کیا تصویر میں کوئی پودا ہے؟,Kya tasveer mein gamla hai?
252625,COCO_val2014_000000252625.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
252625,COCO_val2014_000000252625.jpg,Is there a bicycle in the image?,yes,adversarial,bicycle,کیا تصویر میں کوئی سائیکل ہے؟,Kya tasveer mein cycle hai?
252625,COCO_val2014_000000252625.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
252625,COCO_val2014_000000252625.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
252625,COCO_val2014_000000252625.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
17244,COCO_val2014_000000017244.jpg,Is there a bus in the image?,yes,random,bus,کیا تصویر میں بس ہے؟,Kya tasveer mein bus hai?
17244,COCO_val2014_000000017244.jpg,Is there a bicycle in the image?,yes,random,bicycle,کیا تصویر میں کوئی سائیکل ہے؟,Kya tasveer mein cycle hai?
17244,COCO_val2014_000000017244.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
17244,COCO_val2014_000000017244.jpg,Is there a horse in the image?,no,random,horse,کیا تصویر میں گھوڑا ہے؟,Kya tasveer mein ghora hai?
17244,COCO_val2014_000000017244.jpg,Is there a parking meter in the image?,no,random,parking meter,کیا تصویر میں پارکنگ میٹر ہے؟,Kya tasveer mein parking meter hai?
17244,COCO_val2014_000000017244.jpg,Is there a zebra in the image?,no,random,zebra,کیا تصویر میں زیبرا ہے؟,Kya tasveer mein zebra hai?
17244,COCO_val2014_000000017244.jpg,Is there a bus in the image?,yes,popular,bus,کیا تصویر میں بس ہے؟,Kya tasveer mein bus hai?
17244,COCO_val2014_000000017244.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
17244,COCO_val2014_000000017244.jpg,Is there a bicycle in the image?,yes,popular,bicycle,کیا تصویر میں کوئی سائیکل ہے؟,Kya tasveer mein cycle hai?
17244,COCO_val2014_000000017244.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
17244,COCO_val2014_000000017244.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
17244,COCO_val2014_000000017244.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
17244,COCO_val2014_000000017244.jpg,Is there a bus in the image?,yes,adversarial,bus,کیا تصویر میں بس ہے؟,Kya tasveer mein bus hai?
17244,COCO_val2014_000000017244.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
17244,COCO_val2014_000000017244.jpg,Is there a bicycle in the image?,yes,adversarial,bicycle,کیا تصویر میں کوئی سائیکل ہے؟,Kya tasveer mein cycle hai?
17244,COCO_val2014_000000017244.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
17244,COCO_val2014_000000017244.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
17244,COCO_val2014_000000017244.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
283498,COCO_val2014_000000283498.jpg,Is there a car in the image?,yes,random,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
283498,COCO_val2014_000000283498.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
283498,COCO_val2014_000000283498.jpg,Is there a airplane in the image?,yes,random,airplane,کیا تصویر میں ہوائی جہاز ہے؟,Kya tasveer mein hawai jahaaz hai?
283498,COCO_val2014_000000283498.jpg,Is there a broccoli in the image?,no,random,broccoli,کیا تصویر میں بروکولی ہے؟,Kya tasveer mein broccoli hai?
283498,COCO_val2014_000000283498.jpg,Is there a traffic light in the image?,no,random,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟,Kya tasveer mein traffic signal hai?
283498,COCO_val2014_000000283498.jpg,Is there a orange in the image?,no,random,orange,کیا تصویر میں نارنجی ہے؟,Kya tasveer mein santara hai?
283498,COCO_val2014_000000283498.jpg,Is there a car in the image?,yes,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
283498,COCO_val2014_000000283498.jpg,Is there a truck in the image?,yes,popular,truck,کیا تصویر میں کوئی ٹرک ہے؟,Kya tasveer mein truck hai?
283498,COCO_val2014_000000283498.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
283498,COCO_val2014_000000283498.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
283498,COCO_val2014_000000283498.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
283498,COCO_val2014_000000283498.jpg,Is there a bottle in the image?,no,popular,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
283498,COCO_val2014_000000283498.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
283498,COCO_val2014_000000283498.jpg,Is there a car in the image?,yes,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
283498,COCO_val2014_000000283498.jpg,Is there a truck in the image?,yes,adversarial,truck,کیا تصویر میں کوئی ٹرک ہے؟,Kya tasveer mein truck hai?
283498,COCO_val2014_000000283498.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
283498,COCO_val2014_000000283498.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
283498,COCO_val2014_000000283498.jpg,Is there a bottle in the image?,no,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
166979,COCO_val2014_000000166979.jpg,Is there a airplane in the image?,yes,random,airplane,کیا تصویر میں ہوائی جہاز ہے؟,Kya tasveer mein hawai jahaaz hai?
166979,COCO_val2014_000000166979.jpg,Is there a boat in the image?,yes,random,boat,کیا تصویر میں کوئی کشتی ہے؟,Kya tasveer mein kashti hai?
166979,COCO_val2014_000000166979.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
166979,COCO_val2014_000000166979.jpg,Is there a giraffe in the image?,no,random,giraffe,کیا تصویر میں زرافہ ہے؟,Kya tasveer mein zaraafa hai?
166979,COCO_val2014_000000166979.jpg,Is there a umbrella in the image?,no,random,umbrella,کیا تصویر میں چھتری ہے؟,Kya tasveer mein chhatri hai?
166979,COCO_val2014_000000166979.jpg,Is there a cake in the image?,no,random,cake,کیا تصویر میں کیک ہے؟,Kya tasveer mein cake hai?
166979,COCO_val2014_000000166979.jpg,Is there a boat in the image?,yes,popular,boat,کیا تصویر میں کوئی کشتی ہے؟,Kya tasveer mein kashti hai?
166979,COCO_val2014_000000166979.jpg,Is there a airplane in the image?,yes,popular,airplane,کیا تصویر میں ہوائی جہاز ہے؟,Kya tasveer mein hawai jahaaz hai?
166979,COCO_val2014_000000166979.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
166979,COCO_val2014_000000166979.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
166979,COCO_val2014_000000166979.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
166979,COCO_val2014_000000166979.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
166979,COCO_val2014_000000166979.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
166979,COCO_val2014_000000166979.jpg,Is there a boat in the image?,yes,adversarial,boat,کیا تصویر میں کوئی کشتی ہے؟,Kya tasveer mein kashti hai?
166979,COCO_val2014_000000166979.jpg,Is there a airplane in the image?,yes,adversarial,airplane,کیا تصویر میں ہوائی جہاز ہے؟,Kya tasveer mein hawai jahaaz hai?
166979,COCO_val2014_000000166979.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
166979,COCO_val2014_000000166979.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
166979,COCO_val2014_000000166979.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
502141,COCO_val2014_000000502141.jpg,Is there a dining table in the image?,yes,random,dining table,کیا تصویر میں کھانے کی میز ہے؟,Kya tasveer mein khane ki mez hai?
502141,COCO_val2014_000000502141.jpg,Is there a umbrella in the image?,yes,random,umbrella,کیا تصویر میں چھتری ہے؟,Kya tasveer mein chhatri hai?
